home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day,Continent,MaximumTemp_Month,MinimumTemp_Month,HomeTeamRank,AwayTeamRank,MatchResult
Ghana,South Africa,0,1,African Championship,Bata,Equatorial Guinea,TRUE,2008,November,19,Africa,27,26,50,55,0
Tunisia,Nigeria,0,0,African Championship,Bata,Equatorial Guinea,TRUE,2008,November,19,Africa,27,26,78,24,2
Equatorial Guinea,Mali,2,1,African Championship,Malabo,Equatorial Guinea,FALSE,2008,November,21,Africa,27,26,55,82,1
Cameroon,Congo,1,0,African Championship,Bata,Equatorial Guinea,TRUE,2008,November,21,Africa,27,26,47,110,1
Nigeria,South Africa,1,0,African Championship,Bata,Equatorial Guinea,TRUE,2008,November,22,Africa,27,26,24,55,1
Ghana,Tunisia,3,2,African Championship,Malabo,Equatorial Guinea,TRUE,2008,November,22,Africa,27,26,50,78,1
Equatorial Guinea,Nigeria,1,0,African Championship,Malabo,Equatorial Guinea,FALSE,2008,November,25,Africa,27,26,55,24,1
South Africa,Cameroon,3,0,African Championship,Malabo,Equatorial Guinea,TRUE,2008,November,25,Africa,27,26,55,47,1
Nigeria,Cameroon,1,1,African Championship,Malabo,Equatorial Guinea,TRUE,2008,November,28,Africa,27,26,24,47,2
Equatorial Guinea,South Africa,2,1,African Championship,Malabo,Equatorial Guinea,FALSE,2008,November,29,Africa,27,26,55,55,1
Korea Republic,Finland,4,0,Four Nations Tournament,Guangzhou,China PR,TRUE,2009,January,10,asia,9,3,18,16,1
China PR,New Zealand,6,0,Four Nations Tournament,Guangzhou,China PR,FALSE,2009,January,10,asia,9,3,15,23,1
China PR,Finland,1,0,Four Nations Tournament,Guangzhou,China PR,FALSE,2009,January,12,asia,9,3,15,16,1
Korea Republic,New Zealand,4,3,Four Nations Tournament,Guangzhou,China PR,TRUE,2009,January,12,asia,9,3,18,23,1
China PR,Korea Republic,1,0,Four Nations Tournament,Guangzhou,China PR,FALSE,2009,January,14,asia,9,3,15,18,1
New Zealand,Finland,0,2,Four Nations Tournament,Guangzhou,China PR,TRUE,2009,January,14,asia,9,3,23,16,0
Germany,Finland,2,0,Algarve Cup,Albufeira,Portugal,TRUE,2009,March,4,Europe,18,10,2,16,1
China PR,Sweden,0,0,Algarve Cup,Lagos,Portugal,TRUE,2009,March,4,Europe,18,10,15,5,2
USA,Denmark,2,0,Algarve Cup,Lagos,Portugal,TRUE,2009,March,4,Europe,18,10,1,8,1
Norway,Iceland,1,3,Algarve Cup,Olhão,Portugal,TRUE,2009,March,4,Europe,18,10,3,17,0
Wales,Austria,1,2,Algarve Cup,Alvor,Portugal,TRUE,2009,March,4,Europe,18,10,56,21,0
Portugal,Poland,2,1,Algarve Cup,Albufeira,Portugal,FALSE,2009,March,4,Europe,18,10,41,31,1
South Africa,England,0,6,Cyprus Cup,Larnaca,Cyprus,TRUE,2009,March,5,Europe,18,10,55,8,0
France,Scotland,2,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2009,March,5,Europe,18,10,3,21,1
Netherlands,Russia,2,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,5,Europe,18,10,14,15,1
Canada,New Zealand,1,1,Cyprus Cup,Paralimni,Cyprus,TRUE,2009,March,5,Europe,18,10,11,23,2
Sweden,Finland,1,0,Algarve Cup,Lagos,Portugal,TRUE,2009,March,6,Europe,18,10,5,16,1
Germany,China PR,3,0,Algarve Cup,Albufeira,Portugal,TRUE,2009,March,6,Europe,18,10,2,15,1
USA,Iceland,1,0,Algarve Cup,Ferreiras,Portugal,TRUE,2009,March,6,Europe,18,10,1,17,1
Denmark,Norway,2,0,Algarve Cup,Lagos,Portugal,TRUE,2009,March,6,Europe,18,10,8,3,1
Austria,Poland,1,1,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2009,March,6,Europe,18,10,21,31,2
Portugal,Wales,2,1,Algarve Cup,Albufeira,Portugal,FALSE,2009,March,6,Europe,18,10,41,56,1
England,France,2,2,Cyprus Cup,Paralimni,Cyprus,TRUE,2009,March,7,Europe,18,10,8,3,2
South Africa,Scotland,2,0,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,7,Europe,18,10,55,21,1
Canada,Netherlands,2,1,Cyprus Cup,Larnaca,Cyprus,TRUE,2009,March,7,Europe,18,10,11,14,1
Russia,New Zealand,4,2,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,7,Europe,18,10,15,23,1
Finland,China PR,0,1,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2009,March,9,Europe,18,10,16,15,0
Sweden,Germany,3,2,Algarve Cup,Faro,Portugal,TRUE,2009,March,9,Europe,18,10,5,2,1
Norway,USA,0,1,Algarve Cup,Ferreiras,Portugal,TRUE,2009,March,9,Europe,18,10,3,1,0
Iceland,Denmark,0,2,Algarve Cup,Silves,Portugal,TRUE,2009,March,9,Europe,18,10,17,8,0
Portugal,Austria,1,0,Algarve Cup,Faro,Portugal,FALSE,2009,March,9,Europe,18,10,41,21,1
Poland,Wales,1,5,Algarve Cup,Loulé,Portugal,TRUE,2009,March,9,Europe,18,10,31,56,0
England,Scotland,3,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2009,March,10,Europe,18,10,8,21,1
France,South Africa,3,2,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,10,Europe,18,10,3,55,1
Canada,Russia,2,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2009,March,10,Europe,18,10,11,15,1
New Zealand,Netherlands,2,0,Cyprus Cup,Paralimni,Cyprus,TRUE,2009,March,10,Europe,18,10,23,14,1
Wales,Poland,1,2,Algarve Cup,Albufeira,Portugal,TRUE,2009,March,11,Europe,18,10,56,31,0
Austria,Norway,0,2,Algarve Cup,Loulé,Portugal,TRUE,2009,March,11,Europe,18,10,21,3,0
Portugal,Finland,1,1,Algarve Cup,Lagos,Portugal,FALSE,2009,March,11,Europe,18,10,41,16,2
China PR,Iceland,2,1,Algarve Cup,Olhão,Portugal,TRUE,2009,March,11,Europe,18,10,15,17,1
Germany,Denmark,0,1,Algarve Cup,Faro,Portugal,TRUE,2009,March,11,Europe,18,10,2,8,0
USA,Sweden,1,1,Algarve Cup,Faro,Portugal,TRUE,2009,March,11,Europe,18,10,1,5,2
Scotland,Russia,2,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,12,Europe,18,10,21,15,1
Netherlands,South Africa,5,0,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,12,Europe,18,10,14,55,1
France,New Zealand,1,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,12,Europe,18,10,3,23,2
England,Canada,3,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2009,March,12,Europe,18,10,8,11,1
Kyrgyz Republic,Jordan,1,7,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,April,25,Asia,33,25,120,59,0
Palestine,Maldives,4,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,April,25,Asia,33,25,96,111,1
Maldives,Uzbekistan,0,5,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,April,27,Asia,33,25,111,49,0
Palestine,Kyrgyz Republic,1,4,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,April,27,Asia,33,25,96,120,0
Uzbekistan,Palestine,5,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,April,29,Asia,33,25,49,96,1
Jordan,Maldives,9,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,April,29,Asia,33,25,59,111,1
Jordan,Palestine,5,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,May,1,Asia,33,26,59,96,1
Kyrgyz Republic,Uzbekistan,0,2,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,May,1,Asia,33,26,120,49,0
Maldives,Kyrgyz Republic,0,2,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,May,3,Asia,33,26,111,120,0
Uzbekistan,Jordan,2,2,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,TRUE,2009,May,3,Asia,33,26,49,59,2
Thailand,Uzbekistan,6,1,AFC Asian Cup qualification,Bangkok,Thailand,FALSE,2009,July,4,Asia,32,27,41,49,1
Vietnam,Kyrgyz Republic,10,1,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,FALSE,2009,July,4,Asia,31,25,32,120,1
Iran,Uzbekistan,1,4,AFC Asian Cup qualification,Bangkok,Thailand,TRUE,2009,July,6,Asia,32,27,58,49,0
Hong Kong,Kyrgyz Republic,2,0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,TRUE,2009,July,6,Asia,31,25,64,120,1
Thailand,Iran,8,1,AFC Asian Cup qualification,Bangkok,Thailand,FALSE,2009,July,8,Asia,32,27,41,58,1
Vietnam,Hong Kong,7,0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,FALSE,2009,July,8,Asia,31,25,32,64,1
Taiwan,Jordan,0,1,AFC Asian Cup qualification,Hsinying City,Taiwan,FALSE,2009,July,10,Asia,34,27,40,59,0
Myanmar,Jordan,3,0,AFC Asian Cup qualification,Hsinying City,Taiwan,TRUE,2009,July,12,Asia,34,27,44,59,1
Taiwan,Myanmar,2,5,AFC Asian Cup qualification,Hsinying City,Taiwan,FALSE,2009,July,14,Asia,34,27,40,44,0
Ukraine,Netherlands,0,2,UEFA Euro,Turku,Finland,TRUE,2009,August,23,Europe,19,15,23,14,0
Finland,Denmark,1,0,UEFA Euro,Helsinki,Finland,FALSE,2009,August,23,Europe,19,15,16,8,1
Germany,Norway,4,0,UEFA Euro,Tampere,Finland,TRUE,2009,August,24,Europe,19,15,2,3,1
Iceland,France,1,3,UEFA Euro,Tampere,Finland,TRUE,2009,August,24,Europe,19,15,17,3,0
Italy,England,2,1,UEFA Euro,Lahti,Finland,TRUE,2009,August,25,Europe,19,15,10,8,1
Sweden,Russia,3,0,UEFA Euro,Turku,Finland,TRUE,2009,August,25,Europe,19,15,5,15,1
Ukraine,Denmark,1,2,UEFA Euro,Helsinki,Finland,TRUE,2009,August,26,Europe,19,15,23,8,0
Finland,Netherlands,2,1,UEFA Euro,Helsinki,Finland,FALSE,2009,August,26,Europe,19,15,16,14,1
France,Germany,1,5,UEFA Euro,Tampere,Finland,TRUE,2009,August,27,Europe,19,15,3,2,0
Iceland,Norway,0,1,UEFA Euro,Lahti,Finland,TRUE,2009,August,27,Europe,19,15,17,3,0
Italy,Sweden,0,2,UEFA Euro,Turku,Finland,TRUE,2009,August,28,Europe,19,15,10,5,0
England,Russia,3,2,UEFA Euro,Helsinki,Finland,TRUE,2009,August,28,Europe,19,15,8,15,1
Finland,Ukraine,0,1,UEFA Euro,Helsinki,Finland,FALSE,2009,August,29,Europe,19,15,16,23,0
Denmark,Netherlands,1,2,UEFA Euro,Lahti,Finland,TRUE,2009,August,29,Europe,19,15,8,14,0
Germany,Iceland,1,0,UEFA Euro,Tampere,Finland,TRUE,2009,August,30,Europe,19,15,2,17,1
Norway,France,1,1,UEFA Euro,Helsinki,Finland,TRUE,2009,August,30,Europe,19,15,3,3,2
Russia,Italy,0,2,UEFA Euro,Helsinki,Finland,TRUE,2009,August,31,Europe,19,15,15,10,0
Sweden,England,1,1,UEFA Euro,Turku,Finland,TRUE,2009,August,31,Europe,19,15,5,8,2
Finland,England,2,3,UEFA Euro,Turku,Finland,FALSE,2009,September,3,Europe,15,12,16,8,0
Netherlands,France,0,0,UEFA Euro,Tampere,Finland,TRUE,2009,September,3,Europe,15,12,14,3,2
Germany,Italy,2,1,UEFA Euro,Lahti,Finland,TRUE,2009,September,4,Europe,15,12,2,10,1
Sweden,Norway,1,3,UEFA Euro,Helsinki,Finland,TRUE,2009,September,4,Europe,15,12,5,3,0
England,Netherlands,2,1,UEFA Euro,Tampere,Finland,TRUE,2009,September,6,Europe,15,12,8,14,1
Germany,Norway,3,1,UEFA Euro,Helsinki,Finland,TRUE,2009,September,7,Europe,15,12,2,3,1
England,Germany,2,6,UEFA Euro,Helsinki,Finland,TRUE,2009,September,10,Europe,15,12,8,2,0
China PR,Mexico,3,0,International Tournament,São Paulo,Brazil,TRUE,2009,December,9,South America,27,19,15,22,1
Brazil,Chile,3,1,International Tournament,São Paulo,Brazil,FALSE,2009,December,9,South America,27,19,4,51,1
China PR,Chile,0,1,International Tournament,São Paulo,Brazil,TRUE,2009,December,13,South America,27,19,15,51,0
Brazil,Mexico,3,2,International Tournament,São Paulo,Brazil,FALSE,2009,December,13,South America,27,19,4,22,1
Chile,Mexico,0,6,International Tournament,São Paulo,Brazil,TRUE,2009,December,16,South America,27,19,51,22,0
Brazil,China PR,3,0,International Tournament,São Paulo,Brazil,FALSE,2009,December,16,South America,27,19,4,15,1
China PR,Chile,2,0,International Tournament,São Paulo,Brazil,TRUE,2009,December,20,South America,27,19,15,51,1
Brazil,Mexico,5,2,International Tournament,São Paulo,Brazil,FALSE,2009,December,20,South America,27,19,4,22,1
China PR,Finland,1,1,Algarve Cup,Lagos,Portugal,TRUE,2010,February,24,Europe,16,9,15,16,2
Germany,Denmark,4,0,Algarve Cup,Parchal,Portugal,TRUE,2010,February,24,Europe,16,9,2,8,1
USA,Iceland,2,0,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2010,February,24,Europe,16,9,1,17,1
Norway,Sweden,2,2,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2010,February,24,Europe,16,9,3,5,2
Portugal,Faroe Islands,5,0,Algarve Cup,Parchal,Portugal,FALSE,2010,February,24,Europe,16,9,41,70,1
Romania,Austria,2,0,Algarve Cup,Lagos,Portugal,TRUE,2010,February,24,Europe,16,9,36,21,1
Scotland,Netherlands,1,4,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,February,24,Europe,16,9,21,14,0
New Zealand,Italy,1,0,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,February,24,Europe,16,9,23,10,1
England,South Africa,1,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2010,February,24,Europe,16,9,8,55,1
Canada,Switzerland,2,1,Cyprus Cup,Larnaca,Cyprus,TRUE,2010,February,24,Europe,16,9,11,26,1
Denmark,China PR,0,2,Algarve Cup,Lagos,Portugal,TRUE,2010,February,26,Europe,16,9,8,15,0
Germany,Finland,7,0,Algarve Cup,Parchal,Portugal,TRUE,2010,February,26,Europe,16,9,2,16,1
Norway,USA,1,2,Algarve Cup,Olhão,Portugal,TRUE,2010,February,26,Europe,16,9,3,1,0
Iceland,Sweden,1,5,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2010,February,26,Europe,16,9,17,5,0
Portugal,Romania,0,0,Algarve Cup,Parchal,Portugal,FALSE,2010,February,26,Europe,16,9,41,36,2
Austria,Faroe Islands,3,0,Algarve Cup,Lagos,Portugal,TRUE,2010,February,26,Europe,16,9,21,70,1
Italy,Scotland,2,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2010,February,26,Europe,16,9,10,21,1
Netherlands,New Zealand,1,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,February,26,Europe,16,9,14,23,2
Switzerland,South Africa,3,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,February,26,Europe,16,9,26,55,1
England,Canada,0,1,Cyprus Cup,Larnaca,Cyprus,TRUE,2010,February,27,Europe,16,9,8,11,0
China PR,Germany,0,5,Algarve Cup,Faro,Portugal,TRUE,2010,March,1,Europe,18,10,15,2,0
Denmark,Finland,2,1,Algarve Cup,Albufeira,Portugal,TRUE,2010,March,1,Europe,18,10,8,16,1
USA,Sweden,2,0,Algarve Cup,Ferreiras,Portugal,TRUE,2010,March,1,Europe,18,10,1,5,1
Iceland,Norway,2,3,Algarve Cup,Silves,Portugal,TRUE,2010,March,1,Europe,18,10,17,3,0
Faroe Islands,Romania,1,5,Algarve Cup,Albufeira,Portugal,TRUE,2010,March,1,Europe,18,10,70,36,0
Portugal,Austria,2,1,Algarve Cup,Faro,Portugal,FALSE,2010,March,1,Europe,18,10,41,21,1
New Zealand,Scotland,3,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2010,March,1,Europe,18,10,23,21,1
Italy,Netherlands,1,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,March,1,Europe,18,10,10,14,2
South Africa,Canada,1,2,Cyprus Cup,Larnaca,Cyprus,TRUE,2010,March,1,Europe,18,10,55,11,0
England,Switzerland,2,2,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,March,1,Europe,18,10,8,26,2
Austria,Faroe Islands,6,0,Algarve Cup,Olhão,Portugal,TRUE,2010,March,3,Europe,18,10,21,70,1
Portugal,Iceland,0,3,Algarve Cup,Faro,Portugal,FALSE,2010,March,3,Europe,18,10,41,17,0
Finland,Romania,0,1,Algarve Cup,Silves,Portugal,TRUE,2010,March,3,Europe,18,10,16,36,0
Denmark,Norway,2,1,Algarve Cup,Ferreiras,Portugal,TRUE,2010,March,3,Europe,18,10,8,3,1
China PR,Sweden,0,2,Algarve Cup,Albufeira,Portugal,TRUE,2010,March,3,Europe,18,10,15,5,0
Germany,USA,2,3,Algarve Cup,Faro,Portugal,TRUE,2010,March,3,Europe,18,10,2,1,0
Suriname,St. Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification,Georgetown,Guyana,TRUE,2010,March,3,South America,30,22,93,97,1
South Africa,Scotland,1,2,Cyprus Cup,Larnaca,Cyprus,TRUE,2010,March,3,Europe,18,10,55,21,0
England,Italy,3,2,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,March,3,Europe,18,10,8,10,1
Netherlands,Switzerland,4,0,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,March,3,Europe,18,10,14,26,1
New Zealand,Canada,0,1,Cyprus Cup,Nicosia,Cyprus,TRUE,2010,March,3,Europe,18,10,23,11,0
Guyana,Suriname,2,0,CONCACAF Gold Cup qualification,Georgetown,Guyana,FALSE,2010,March,5,South America,30,22,88,93,1
Senegal,Morocco,0,0,African Championship qualification,Pikine,Senegal,FALSE,2010,March,6,Africa,27,20,87,81,2
Ethiopia,Tanzania,1,3,African Championship qualification,Addis Ababa,Ethiopia,FALSE,2010,March,6,Africa,25,12,112,124,0
Namibia,Angola,2,1,African Championship qualification,Windhoek,Namibia,FALSE,2010,March,7,Africa,27,16,118,105,1
Botswana,Congo DR,0,2,African Championship qualification,Gaborone,Botswana,FALSE,2010,March,7,Africa,29,18,107,99,0
Gabon,Côte d'Ivoire,1,2,African Championship qualification,Libreville,Gabon,FALSE,2010,March,7,Africa,30,25,109,68,0
Guinea,Sierra Leone,3,2,African Championship qualification,Conakry,Guinea,FALSE,2010,March,7,Africa,31,24,107,136,1
Guyana,St. Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification,Georgetown,Guyana,FALSE,2010,March,7,South America,30,22,88,97,1
St. Kitts and Nevis,Dominica,2,0,CONCACAF Gold Cup qualification,Bayamón,Puerto Rico,TRUE,2010,March,17,North America,18,8,131,116,1
Congo DR,Botswana,5,2,African Championship qualification,Kinshasa,DR Congo,FALSE,2010,March,19,africa,32,22,99,107,1
Côte d'Ivoire,Gabon,3,1,African Championship qualification,Abidjan,Ivory Coast,FALSE,2010,March,19,Africa,30,23,68,109,1
Puerto Rico,St. Kitts and Nevis,7,0,CONCACAF Gold Cup qualification,Bayamón,Puerto Rico,FALSE,2010,March,19,North America,18,8,105,131,1
Angola,Namibia,1,1,African Championship qualification,Benguela,Angola,FALSE,2010,March,21,Africa,31,26,105,118,2
Puerto Rico,Dominica,6,0,CONCACAF Gold Cup qualification,Bayamón,Puerto Rico,FALSE,2010,March,21,North America,18,8,105,116,1
Dominican Republic,Turks and Caicos Islands,3,1,CONCACAF Gold Cup qualification,Santo Domingo,Dominican Republic,FALSE,2010,March,26,North America,29,21,88,167,1
Turks and Caicos Islands,Haiti,0,5,CONCACAF Gold Cup qualification,Santo Domingo,Dominican Republic,TRUE,2010,March,28,North America,29,21,167,57,0
Barbados,Anguilla,3,0,CONCACAF Gold Cup qualification,Bridgetown,Barbados,FALSE,2010,March,28,North America,27,26,135,175,1
Dominican Republic,Haiti,1,2,CONCACAF Gold Cup qualification,Santo Domingo,Dominican Republic,FALSE,2010,March,30,North America,29,21,88,57,0
Anguilla,Grenada,2,0,CONCACAF Gold Cup qualification,Bridgetown,Barbados,TRUE,2010,March,30,North America,27,26,175,151,1
Barbados,Grenada,4,0,CONCACAF Gold Cup qualification,Bridgetown,Barbados,FALSE,2010,April,1,North America,27,26,135,151,1
El Salvador,Belize,9,0,CONCACAF Gold Cup qualification,Antigua Guatemala,Guatemala,TRUE,2010,April,20,North America,28,16,98,115,1
Guatemala,El Salvador,2,1,CONCACAF Gold Cup qualification,Antigua Guatemala,Guatemala,FALSE,2010,April,22,North America,28,16,80,98,1
Guatemala,Belize,5,1,CONCACAF Gold Cup qualification,Antigua Guatemala,Guatemala,FALSE,2010,April,24,North America,28,16,80,115,1
Nicaragua,Honduras,2,1,CONCACAF Gold Cup qualification,Managua,Nicaragua,FALSE,2010,April,26,North America,34,23,100,101,1
Honduras,Costa Rica,0,2,CONCACAF Gold Cup qualification,Managua,Nicaragua,TRUE,2010,April,28,North America,34,23,101,40,0
Nicaragua,Costa Rica,0,2,CONCACAF Gold Cup qualification,Managua,Nicaragua,FALSE,2010,April,30,North America,34,23,100,40,0
Guyana,Barbados,3,0,CONCACAF Gold Cup qualification,Macoya,Trinidad and Tobago,TRUE,2010,May,10,North America,30,26,88,135,1
Trinidad and Tobago,St Lucia,6,1,CONCACAF Gold Cup qualification,Macoya,Trinidad and Tobago,FALSE,2010,May,10,North America,30,26,48,121,1
Cuba,Puerto Rico,4,3,CONCACAF Gold Cup qualification,Marabella,Trinidad and Tobago,TRUE,2010,May,11,North America,30,26,88,105,1
Antigua and Barbuda,Haiti,1,4,CONCACAF Gold Cup qualification,Marabella,Trinidad and Tobago,TRUE,2010,May,11,North America,30,26,153,57,0
St Lucia,Guyana,0,8,CONCACAF Gold Cup qualification,Macoya,Trinidad and Tobago,TRUE,2010,May,12,North America,30,26,121,88,0
Trinidad and Tobago,Barbados,5,0,CONCACAF Gold Cup qualification,Macoya,Trinidad and Tobago,FALSE,2010,May,12,North America,30,26,48,135,1
Haiti,Cuba,3,0,CONCACAF Gold Cup qualification,Marabella,Trinidad and Tobago,TRUE,2010,May,13,North America,30,26,57,88,1
Puerto Rico,Antigua and Barbuda,8,0,CONCACAF Gold Cup qualification,Marabella,Trinidad and Tobago,TRUE,2010,May,13,North America,30,26,105,153,1
Barbados,St Lucia,4,3,CONCACAF Gold Cup qualification,Macoya,Trinidad and Tobago,TRUE,2010,May,14,North America,30,26,135,121,1
Trinidad and Tobago,Guyana,3,0,CONCACAF Gold Cup qualification,Macoya,Trinidad and Tobago,FALSE,2010,May,14,North America,30,26,48,88,1
Haiti,Puerto Rico,2,0,CONCACAF Gold Cup qualification,Marabella,Trinidad and Tobago,TRUE,2010,May,15,North America,30,26,57,105,1
Cuba,Antigua and Barbuda,6,1,CONCACAF Gold Cup qualification,Marabella,Trinidad and Tobago,TRUE,2010,May,15,North America,30,26,88,153,1
Australia,Vietnam,2,0,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,19,asia,26,17,15,32,1
China PR,Korea Republic,0,0,AFC Asian Cup,Chengdu,China PR,FALSE,2010,May,19,asia,26,17,15,18,2
Korea DPR,Thailand,3,0,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,20,asia,26,17,10,41,1
Japan,Myanmar,8,0,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,20,asia,26,17,11,44,1
Congo DR,Cameroon,0,2,African Championship qualification,Kinshasa,DR Congo,FALSE,2010,May,21,africa,31,21,99,47,0
Korea Republic,Australia,1,3,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,21,asia,26,17,18,15,0
China PR,Vietnam,5,0,AFC Asian Cup,Chengdu,China PR,FALSE,2010,May,21,asia,26,17,15,32,1
Algeria,Tunisia,1,1,African Championship qualification,Koléa,Algeria,FALSE,2010,May,22,Africa,23,15,74,78,2
Senegal,Ghana,0,1,African Championship qualification,Dakar,Senegal,FALSE,2010,May,22,Africa,27,22,87,50,0
Thailand,Japan,0,4,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,22,asia,26,17,41,11,0
Myanmar,Korea DPR,0,2,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,22,asia,26,17,44,10,0
Namibia,Equatorial Guinea,1,5,African Championship qualification,Windhoek,Namibia,FALSE,2010,May,23,Africa,23,11,118,55,0
Côte d'Ivoire,Nigeria,1,2,African Championship qualification,Abidjan,Ivory Coast,FALSE,2010,May,23,Africa,26,19,68,24,0
Guinea,Mali,0,2,African Championship qualification,Conakry,Guinea,FALSE,2010,May,23,Africa,30,26,107,82,0
Tanzania,Eritrea,8,1,African Championship qualification,Dar es Salaam,Tanzania,FALSE,2010,May,23,Africa,27,16,124,58,1
China PR,Australia,1,0,AFC Asian Cup,Chengdu,China PR,FALSE,2010,May,23,asia,26,17,15,15,1
Vietnam,Korea Republic,0,5,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,23,asia,26,17,32,18,0
Korea DPR,Japan,1,2,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,24,asia,26,17,10,11,0
Myanmar,Thailand,0,2,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,24,asia,26,17,44,41,0
Japan,Australia,0,1,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,27,asia,26,17,11,15,0
China PR,Korea DPR,0,1,AFC Asian Cup,Chengdu,China PR,FALSE,2010,May,27,asia,26,17,15,10,0
China PR,Japan,0,2,AFC Asian Cup,Chengdu,China PR,FALSE,2010,May,30,asia,26,17,15,11,0
Australia,Korea DPR,1,1,AFC Asian Cup,Chengdu,China PR,TRUE,2010,May,30,asia,26,17,15,10,2
Tunisia,Algeria,0,1,African Championship qualification,Tunis,Tunisia,FALSE,2010,June,5,Africa,29,21,78,74,0
Cameroon,Congo DR,3,0,African Championship qualification,Yaoundé,Cameroon,FALSE,2010,June,5,Africa,29,24,47,99,1
Nigeria,Côte d'Ivoire,3,1,African Championship qualification,Abuja,Nigeria,FALSE,2010,June,5,Africa,30,26,24,68,1
Mali,Guinea,1,2,African Championship qualification,Bamako,Mali,FALSE,2010,June,5,Africa,38,27,82,107,0
Eritrea,Tanzania,3,3,African Championship qualification,Asmara,Eritrea,FALSE,2010,June,5,Africa,28,19,58,124,2
Ghana,Senegal,3,0,African Championship qualification,Accra,Ghana,FALSE,2010,June,6,Africa,28,25,50,87,1
Cuba,Guyana,1,0,CONCACAF Gold Cup qualification,Havana,Cuba,FALSE,2010,June,26,North America,31,24,88,88,1
Guyana,Cuba,3,1,CONCACAF Gold Cup qualification,Georgetown,Guyana,FALSE,2010,July,3,South America,31,23,88,88,1
New Zealand,Vanuatu,14,0,OFC Championship,Auckland,New Zealand,FALSE,2010,September,29,Oceania,15,11,23,103,1
Cook Islands,Tahiti,1,0,OFC Championship,Auckland,New Zealand,TRUE,2010,September,29,Oceania,15,11,104,93,1
Papua New Guinea,Fiji,3,0,OFC Championship,Auckland,New Zealand,TRUE,2010,September,30,Oceania,15,11,49,72,1
